"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"CCAP","Crescent Capital BDC, Inc.","12.3998","349269630.528","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ccap",
"CRESY","Cresud S.A.C.I.F. y A.","3.2","129379846.4","40431202","1997","Finance","Real Estate","https://old.nasdaq.com/symbol/cresy",
"CXDO","Crexendo, Inc.","6.86","116603872.14","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cxdo",
"CRNX","Crinetics Pharmaceuticals, Inc.","13.94","458397133.08","n/a","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/crnx",
"CRSP","CRISPR Therapeutics AG","92.65","6501433761.7","n/a","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/crsp",
"CRTO","Criteo S.A.","13.83","839376472.86","60692442","2013","Technology","Advertising","https://old.nasdaq.com/symbol/crto",
"CROX","Crocs, Inc.","52.55","3545130622.4","n/a","2006","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/crox",
"CRON","Cronos Group Inc.","5.83","2039837723.66","n/a","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/cron",
"CCRN","Cross Country Healthcare, Inc.","7.65","287378048.7","n/a","2001","Technology","Professional Services","https://old.nasdaq.com/symbol/ccrn",
"CFB","CrossFirst Bankshares, Inc.","9.31","485876871.48","n/a","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/cfb",
"CRWD","CrowdStrike Holdings, Inc.","135.42","29717750808.36","n/a","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/crwd",
"CRWS","Crown Crafts, Inc.","5.865","59745623.055","n/a","n/a","Basic Industries","Textiles","https://old.nasdaq.com/symbol/crws",
"CYRX","CryoPort, Inc.","43.98","1735311207.48","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cyrx",
"CSGS","CSG Systems International, Inc.","40.14","1327988588.94","n/a","1996","Technology","EDP Services","https://old.nasdaq.com/symbol/csgs",
"CCLP","CSI Compressco LP","0.8946","42354256.4046","n/a","2011","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/cclp",
"CSPI","CSP Inc.","7.725","33038388.15","n/a","1982","Technology","EDP Services","https://old.nasdaq.com/symbol/cspi",
"CSWI","CSW Industrials, Inc.","85.02","1251172684.32","n/a","n/a","Basic Industries","Home Furnishings","https://old.nasdaq.com/symbol/cswi",
"CSX","CSX Corporation","81.29","62191121708.21","n/a","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/csx",
"CTIC","CTI BioPharma Corp.","3.5","258008660","n/a","1997","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ctic",
"CUE","Cue Biopharma, Inc.","12.77","376669245.09","n/a","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cue",
"CPIX","Cumberland Pharmaceuticals Inc.","3.005","45491562.115","n/a","2009","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cpix",
"CMLS","Cumulus Media Inc.","5.59","113577698.26","n/a","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/cmls",
"CVAC","CureVac N.V.","50.03","8903749246.12","n/a","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cvac",
"CURI","CuriosityStream Inc. ","9.05","363521694.15","n/a","2020","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/curi",
"CURIW","CuriosityStream Inc. ","1.17","0","n/a","2020","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/curiw",
"CRIS","Curis, Inc.","1.15","61948056.25","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cris",
"CUTR","Cutera, Inc.","21.85","384424486.3","n/a","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/cutr",
"CVBF","CVB Financial Corporation","18.5","2507104145.5","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cvbf",
"CVV","CVD Equipment Corporation","4.15","27559880.25","n/a","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cvv",
"CYAN","Cyanotech Corporation","2.82","17006540.16","n/a","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/cyan",
"CYBR","CyberArk Software Ltd.","108.44","4200029220.6","n/a","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cybr",
"CYBE","CyberOptics Corporation","26.25","190390830","n/a","1987","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/cybe",
"CYCC","Cyclacel Pharmaceuticals, Inc.","3.77","18337219.68","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cycc",
"CYCCP","Cyclacel Pharmaceuticals, Inc.","5.52","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cyccp",
"CYCN","Cyclerion Therapeutics, Inc.","2.64","89549354.4","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cycn",
"CBAY","CymaBay Therapeutics Inc.","9.03","622050440.76","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cbay",
"CYRN","CYREN Ltd.","0.8859","53520370.1463","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cyrn",
"CONE","CyrusOne Inc","75.01","8766656631.72","n/a","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cone",
"CYTK","Cytokinetics, Incorporated","16.39","1155572049.39","n/a","2004","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cytk",
"CTMX","CytomX Therapeutics, Inc.","6.76","312259447.76","n/a","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ctmx",
"CTSO","Cytosorbents Corporation","8.3","358210395.7","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/ctso",
"DADA","Dada Nexus Limited","32.9","736067982.3","22372887","2020","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/dada",
"DJCO","Daily Journal Corp. (S.C.)","275.16","379926069.36","n/a","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/djco",
"DAKT","Daktronics, Inc.","4.02","179352360.3","n/a","1994","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/dakt",
"DARE","Dare Bioscience, Inc.","1.02","32183460.24","n/a","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/dare",
"DRIO","DarioHealth Corp.","12.47","94658211.25","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/drio",
"DRIOW","DarioHealth Corp.","0.0461","0","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/driow",
"DSKE","Daseke, Inc.","5.48","354718772.44","n/a","2015","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/dske",
"DSKEW","Daseke, Inc.","0.215","0","n/a","2015","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/dskew",
"DAIO","Data I/O Corporation","3.715","31172353.245","n/a","1981","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/daio",
"DDOG","Datadog, Inc.","102.08","30964483450.56","n/a","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ddog",
"DTSS","Datasea Inc.","3.56","74560091.76","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/dtss",
"PLAY","Dave & Buster&#39;s Entertainment, Inc.","20.45","973315950.4","n/a","2014","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/play",
"DTEA","DAVIDsTEA Inc.","1.07","28042698.03","n/a","2015","Consumer Non-Durables","Food Chains","https://old.nasdaq.com/symbol/dtea",
"DFNL","Davis Select Financial ETF","20.49","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dfnl",
"DINT","Davis Select International ETF","21.33","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dint",
"DUSA","Davis Select U.S. Equity ETF","26.69","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dusa",
"DWLD","Davis Select Worldwide ETF","27.51","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dwld",
"DWSN","Dawson Geophysical Company","2.13","49736756.7","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/dwsn",
"DBVT","DBV Technologies S.A.","1.53","78944921.64","51597988","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/dbvt",
"DCRBU","Decarbonization Plus Acquisition Corporation","9.92","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/dcrbu",
"DCPH","Deciphera Pharmaceuticals, Inc.","64.06","3611494861.24","n/a","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/dcph",
"DFHT","Deerfield Healthcare Technology Acquisitions Corp.","10.2","183281250","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/dfht",
"DFHTU","Deerfield Healthcare Technology Acquisitions Corp.","10.42","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/dfhtu",
"DFHTW","Deerfield Healthcare Technology Acquisitions Corp.","1.65","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/dfhtw",
"IBBJ","Defiance Nasdaq Junior Biotechnology ETF","28.2161","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ibbj",
"TACO","Del Taco Restaurants, Inc.","8.125","303262318.125","n/a","2014","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/taco",
"DCTH","Delcath Systems, Inc.","11.39","46587936.11","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/dcth",
"DNLI","Denali Therapeutics Inc.","41.14","4907729159.52","n/a","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/dnli",
"DENN","Denny&#39;s Corporation","10.29","655565177.82","n/a","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/denn",
"XRAY","DENTSPLY SIRONA Inc.","49.15","10739097666.8","n/a","1987","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/xray",
"DRMT","Dermavant Sciences Ltd.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/drmt",
"DMTK","DermTech, Inc.","12.95","252539801.85","n/a","2017","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/dmtk",
"DXLG","Destination XL Group, Inc.","0.2785","14358044.3845","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/dxlg",
"DSWL","Deswell Industries, Inc.","2.69","42811992.91","n/a","1995","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/dswl",
"DXCM","DexCom, Inc.","411","39350047077","n/a","2005","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/dxcm",
"DFPH","DFP Healthcare Acquisitions Corp.","10.1","290375000","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/dfph",
"DFPHU","DFP Healthcare Acquisitions Corp.","10.505","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/dfphu",
"DFPHW","DFP Healthcare Acquisitions Corp.","1.8","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/dfphw",
"DMAC","DiaMedica Therapeutics Inc.","4.31","80765408.94","n/a","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/dmac",
"DHIL","Diamond Hill Investment Group, Inc.","143.95","462653428.65","n/a","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/dhil",
"FANG","Diamondback Energy, Inc.","29.03","4581633274.64","n/a","2012","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/fang",
"DPHC","DiamondPeak Holdings Corp.","18.21","619140000","n/a","2019","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/dphc",
"DPHCU","DiamondPeak Holdings Corp.","20.4499","0","n/a","2019","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/dphcu",
"DPHCW","DiamondPeak Holdings Corp.","6.71","0","n/a","2019","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/dphcw",
"DRNA","Dicerna Pharmaceuticals, Inc.","19.39","1443760882.55","n/a","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/drna",
"DFFN","Diffusion Pharmaceuticals Inc.","0.8699","55672119.4302","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/dffn",
"DGII","Digi International Inc.","15.86","460508898.2","n/a","1989","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/dgii",
"DMRC","Digimarc Corporation","32.85","503142031.8","n/a","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/dmrc",
"EQOS","Diginex Limited","7.96","59122900","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/eqos",
"EQOSW","Diginex Limited","0.85","0","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/eqosw",
"DRAD","Digirad Corporation","3","14094603","n/a","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/drad",
"DRADP","Digirad Corporation","7.878","0","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/dradp",
"DGLY","Digital Ally, Inc.","2.07","55023912","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/dgly",
"APPS","Digital Turbine, Inc.","33.85","2964708041.9","n/a","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/apps",
"DCOM","Dime Community Bancshares, Inc.","13.15","434705151.9","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/dcom",
"DCOMP","Dime Community Bancshares, Inc.","23.56","0","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/dcomp",
"DIOD","Diodes Incorporated","62.23","3225472004.72","n/a","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/diod",
"DRTT","DIRTT Environmental Solutions Ltd.","1.48","125328418.72","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/drtt",
"DISCA","Discovery, Inc.","21.1","10695354587.3","n/a","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/disca",
"DISCB","Discovery, Inc.","33.82","17142980670.26","n/a","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/discb",
"DISCK","Discovery, Inc.","19.11","9686645789.73","n/a","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/disck",
"DISH","DISH Network Corporation","27.24","14309313130.44","n/a","1995","Consumer Services","Television Services","https://old.nasdaq.com/symbol/dish",
"DHC","Diversified Healthcare Trust ","3.34","794755197.72","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dhc",
"DHCNI","Diversified Healthcare Trust ","19.33","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dhcni",
"DHCNL","Diversified Healthcare Trust ","20.09","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dhcnl",
"DLHC","DLH Holdings Corp.","10.44","128979998.64","n/a","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/dlhc",
"BOOM","DMC Global Inc.","37.41","552518128.83","n/a","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/boom",
"DOCU","DocuSign, Inc.","219.82","40702945899.98","n/a","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/docu",
"DOGZ","Dogness (International) Corporation","2.07","53641216.17","n/a","2017","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/dogz",
"DLTR","Dollar Tree, Inc.","95.47","22655765928.06","n/a","1995","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/dltr",
"DLPN","Dolphin Entertainment, Inc.","0.6797","22110237.2582","n/a","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/dlpn",
"DLPNW","Dolphin Entertainment, Inc.","0.0623","0","n/a","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/dlpnw",
"DOMO","Domo, Inc.","36.06","1055514567.84","n/a","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/domo",
"DGICA","Donegal Group, Inc.","14.76","429672869.28","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/dgica",
"DGICB","Donegal Group, Inc.","12.75","371160507","n/a","1986","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/dgicb",
"DMLP","Dorchester Minerals, L.P.","10.48","363444031.52","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/dmlp",
"DORM","Dorman Products, Inc.","90.67","2941272509.71","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/dorm",
"DDI","DoubleDown Interactive Co., Ltd.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ddi",
"DOYU","DouYu International Holdings Limited","15.07","1364136098.6","90519980","2019","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/doyu",
